target_id	length	eff_length	est_counts	tpm
FBtr0078843	517	335.382	0	0
FBtr0339317	1814	1632.38	1	0.0735167
FBtr0339316	471	289.382	0	0
FBtr0079247	657	475.382	0	0
FBtr0331548	1339	1157.38	0	0
FBtr0076522	1526	1344.38	0	0
FBtr0303379	434	252.395	0	0
FBtr0346609	655	473.382	830	210.414
FBtr0334571	2135	1953.38	0	0
FBtr0084709	1127	945.382	2	0.253881
FBtr0084708	1187	1005.38	0	0
FBtr0345811	1157	975.382	0	0
FBtr0078280	1022	840.382	9	1.28521
FBtr0082715	1557	1375.38	7	0.610777
FBtr0307387	2986	2804.38	0	0
FBtr0331854	2122	1940.38	4	0.247389
FBtr0307386	2983	2801.38	0	0
FBtr0307385	1265	1083.38	0	0
FBtr0075578	2199	2017.38	0	0
FBtr0301658	6023	5841.38	79.2741	1.62863
FBtr0076267	4320	4138.38	1150.89	33.3741
FBtr0076268	4832	4650.38	0	0
FBtr0345535	703	521.382	9.56664	2.20197
FBtr0072091	594	412.382	255.433	74.3338
FBtr0083024	784	602.382	0	0
FBtr0302362	548	366.382	3	0.982642
FBtr0091499	562	380.382	0	0
FBtr0340271	609	427.382	132	37.0652
FBtr0304673	1338	1156.38	89.2316	9.26031
FBtr0333053	1165	983.382	0	0
FBtr0304674	1191	1009.38	36.7814	4.37301
FBtr0333052	1356	1174.38	71.6087	7.31753
FBtr0075782	1110	928.382	950.818	122.908
FBtr0075783	852	670.382	44.3818	7.94493
FBtr0087013	2708	2526.38	242.608	11.5243
FBtr0306810	3248	3066.38	28.3924	1.11118
FBtr0334170	1229	1047.38	0	0
FBtr0344025	1160	978.382	8.02471	0.984303
FBtr0336971	2368	2186.38	104.975	5.76195
FBtr0076685	3979	3797.38	6620	209.21
FBtr0074307	1594	1412.38	111.732	9.49366
FBtr0074308	1608	1426.38	86.2641	7.25775
FBtr0074310	1340	1158.38	221.067	22.9024
FBtr0074309	1380	1198.38	0	0
FBtr0074306	1406	1224.38	52.9367	5.18857
FBtr0085738	889	707.382	0	0
FBtr0077525	1674	1492.38	1062.99	85.4786
FBtr0333250	1832	1650.38	94.0091	6.83587
FBtr0113244	1143	961.382	0	0
FBtr0332662	4118	3936.38	0.400574	0.0122122
FBtr0072874	4112	3930.38	2.59943	0.079369
FBtr0335433	1897	1715.38	0	0
FBtr0082555	1783	1601.38	136	10.1918
FBtr0112966	1188	1006.38	0	0
FBtr0343032	1227	1045.38	0	0
FBtr0334958	281	99.4259	0	0
FBtr0083685	823	641.382	1	0.187108
FBtr0077700	1147	965.382	0	0
FBtr0344434	1717	1535.38	2.68959e-05	2.10222e-06
FBtr0344433	1867	1685.38	452	32.1846
FBtr0086654	2399	2217.38	0	0
FBtr0086655	2048	1866.38	0	0
FBtr0340392	1950	1768.38	837	56.8012
FBtr0343665	2709	2527.38	1	0.0474829
FBtr0080580	3841	3659.38	0	0
FBtr0084603	7543	7361.38	93.2645	1.52042
FBtr0111008	7672	7490.38	36.0235	0.577152
FBtr0304726	7973	7791.38	183.712	2.82964
FBtr0334925	7714	7532.38	0	0
FBtr0333289	4661	4479.38	116.234	3.11404
FBtr0308859	5850	5668.38	1230.15	26.044
FBtr0077172	3036	2854.38	0	0
FBtr0301599	2776	2594.38	1638.37	75.7857
FBtr0333287	2541	2359.38	20.3732	1.03626
FBtr0077174	7989	7807.38	222.686	3.42291
FBtr0333288	7617	7435.38	119.262	1.9249
FBtr0077173	4580	4398.38	30.9203	0.843642
FBtr0084883	786	604.382	4	0.794249
FBtr0089657	2781	2599.38	0.175483	0.00810164
FBtr0089661	12181	11999.4	0	0
FBtr0089659	1814	1632.38	0	0
FBtr0302902	6786	6604.38	1.64903	0.0299644
FBtr0346705	3836	3654.38	0	0
FBtr0089663	1774	1592.38	0	0
FBtr0346706	2781	2599.38	0.175483	0.00810164
FBtr0332299	3578	3396.38	0	0
FBtr0089660	2442	2260.38	0	0
FBtr0301955	1286	1104.38	0	0
FBtr0302903	4135	3953.38	0	0
FBtr0308199	2221	2039.38	0	0
FBtr0089658	7860	7678.38	0	0
FBtr0346703	2843	2661.38	0	0
FBtr0308200	4138	3956.38	0	0
FBtr0089340	3042	2860.38	726.348	30.474
FBtr0089339	3351	3169.38	425.731	16.1201
FBtr0089338	3499	3317.38	381.051	13.7846
FBtr0089341	2722	2540.38	518.87	24.5114
FBtr0083090	1699	1517.38	69.2742	5.47879
FBtr0083091	1702	1520.38	487.219	38.4573
FBtr0084291	1980	1798.38	1264.49	84.3802
FBtr0084290	1916	1734.38	2891.51	200.073
FBtr0082268	487	305.382	7	2.75082
FBtr0100293	2083	1901.38	48.311	3.04919
FBtr0085919	1532	1350.38	4515.47	401.286
FBtr0085920	1424	1242.38	7470.22	721.583
FBtr0076909	566	384.382	0	0
FBtr0072767	2336	2154.38	419.798	23.3844
FBtr0072769	2260	2078.38	17.843	1.03027
FBtr0072771	2318	2136.38	13.3591	0.750425
FBtr0072770	2251	2069.38	0	0
FBtr0345817	2483	2301.38	0	0
FBtr0072768	2332	2150.38	15.9995	0.892893
FBtr0076585	2451	2269.38	1673	88.4701
FBtr0078909	1343	1161.38	348.415	36.0022
FBtr0111220	1223	1041.38	271.585	31.2971
FBtr0072574	2133	1951.38	26	1.59897
FBtr0087499	1058	876.382	15	2.05403
FBtr0339691	1204	1022.38	179	21.0111
FBtr0074045	1377	1195.38	0	0
FBtr0072165	1239	1057.38	165	18.7267
FBtr0086753	1224	1042.38	0	0
FBtr0081028	606	424.382	0	0
FBtr0330102	3817	3635.38	3.5	0.115538
FBtr0075743	3817	3635.38	3.5	0.115538
FBtr0074912	1384	1202.38	0	0
FBtr0087504	651	469.382	0	0
FBtr0339979	600	418.382	0	0
FBtr0113742	709	527.382	11971.3	2724.1
FBtr0113743	1017	835.382	55.0091	7.90237
FBtr0113744	959	777.382	100.44	15.5054
FBtr0308333	788	606.382	605.605	119.854
FBtr0308335	882	700.382	4.94145	0.846697
FBtr0308336	950	768.382	85.7351	13.3903
FBtr0308334	694	512.382	49.0118	11.4793
FBtr0301801	885	703.382	0	0
FBtr0084009	1722	1540.38	796	62.0144
FBtr0321261	813	631.382	137.071	26.0532
FBtr0084535	1321	1139.38	8.89532	0.936915
FBtr0084056	495	313.382	0	0
FBtr0346480	1030	848.382	0	0
FBtr0081302	1095	913.382	4	0.525552
FBtr0343637	1158	976.382	9.84341	1.20986
FBtr0079608	4525	4343.38	2074.64	57.3221
FBtr0307092	4778	4596.38	106.365	2.77708
FBtr0345577	3183	3001.38	0	0
FBtr0332341	2693	2511.38	4.99993	0.238924
FBtr0078076	2716	2534.38	6.99623e-05	3.31284e-06
FBtr0332342	2780	2598.38	0	0
FBtr0339699	1051	869.382	32.8942	4.54063
FBtr0345161	976	794.382	845.034	127.659
FBtr0339700	1080	898.382	97.5826	13.0353
FBtr0073764	1010	828.382	41.7949	6.05481
FBtr0073763	1014	832.382	9823.69	1416.32
FBtr0076653	912	730.382	596.578	98.0223
FBtr0076654	932	750.382	46.4224	7.42427
FBtr0086666	383	201.405	0	0
FBtr0309498	4031	3849.38	0	0
FBtr0309500	4366	4184.38	4.39754	0.126121
FBtr0070560	3426	3244.38	0.000871416	3.22331e-05
FBtr0332492	4953	4771.38	0	0
FBtr0070559	5433	5251.38	2.60159	0.059453
FBtr0309499	4055	3873.38	0	0
FBtr0309501	5977	5795.38	0	0
FBtr0346123	1959	1777.38	11.5041	0.776747
FBtr0073755	1650	1468.38	218.095	17.8244
FBtr0333330	1450	1268.38	260.401	24.6377
FBtr0078503	1617	1435.38	0	0
FBtr0300085	999	817.382	0	0
FBtr0300360	1566	1384.38	10	0.866866
FBtr0332235	545	363.382	0	0
FBtr0080178	659	477.382	0	0
FBtr0340560	585	403.382	0	0
FBtr0305259	1225	1043.38	0	0
FBtr0306253	1786	1604.38	0	0
FBtr0089505	1959	1777.38	169.798	11.4646
FBtr0344995	1505	1323.38	33.1738	3.00828
FBtr0089503	1799	1617.38	117.384	8.70972
FBtr0089504	1804	1622.38	528.644	39.1037
FBtr0071670	853	671.382	2502	447.225
FBtr0071883	2252	2070.38	9860	571.524
FBtr0087780	997	815.382	0	0
FBtr0091767	537	355.382	0	0
FBtr0089861	561	379.382	0	0
FBtr0339992	567	385.382	0	0
FBtr0084229	1260	1078.38	11.3629	1.26452
FBtr0337044	1716	1534.38	77.3921	6.05301
FBtr0345205	1096	914.382	165.245	21.6875
FBtr0079155	958	776.382	0	0
FBtr0339155	4285	4103.38	70.8419	2.07184
FBtr0083392	3532	3350.38	935.158	33.4964
FBtr0079198	2067	1885.38	40.8214	2.59835
FBtr0079196	1859	1677.38	785.485	56.1971
FBtr0333406	2395	2213.38	6.30758	0.341991
FBtr0304908	2872	2690.38	6.38629	0.284868
FBtr0079197	2977	2795.38	0	0
FBtr0331923	3300	3118.38	8.55183e-05	3.29108e-06
FBtr0088333	3270	3088.38	11.9999	0.466289
FBtr0331924	3313	3131.38	5.21196e-07	1.99744e-08
FBtr0345474	3733	3551.38	0	0
FBtr0077952	2745	2563.38	499	23.3612
FBtr0331697	2035	1853.38	105.029	6.80067
FBtr0084739	2690	2508.38	297.971	14.2557
FBtr0113216	866	684.382	3.04539	0.534014
FBtr0332130	1412	1230.38	7	0.682757
FBtr0076035	1700	1518.38	0	0
FBtr0306113	2832	2650.38	0	0
FBtr0079334	3320	3138.38	0	0
FBtr0079335	3075	2893.38	0	0
FBtr0085845	5079	4897.38	1320	32.3458
FBtr0344119	2149	1967.38	0	0
FBtr0309041	1497	1315.38	0	0
FBtr0080995	773	591.382	3	0.608781
FBtr0086664	367	185.415	0	0
FBtr0087652	506	324.382	0	0
FBtr0112366	662	480.382	0	0
FBtr0112560	4096	3914.38	11.1602	0.342149
FBtr0307883	3822	3640.38	8.83983	0.29141
FBtr0073601	4054	3872.38	1238.92	38.3949
FBtr0075147	992	810.382	1.13149e-06	1.67559e-07
FBtr0300047	983	801.382	0.999999	0.14975
FBtr0301567	418	236.395	0	0
FBtr0076512	1394	1212.38	16	1.58376
FBtr0344551	1101	919.382	0	0
FBtr0083581	1130	948.382	0	0
FBtr0083582	1272	1090.38	0	0
FBtr0083583	1082	900.382	0	0
FBtr0344550	1224	1042.38	0	0
FBtr0299950	5918	5736.38	47.2349	0.988172
FBtr0310314	2594	2412.38	0.00317915	0.000158151
FBtr0310315	2625	2443.38	0	0
FBtr0299951	6153	5971.38	0	0
FBtr0310316	2708	2526.38	123.839	5.88256
FBtr0299949	2705	2523.38	493.688	23.4789
FBtr0345383	1096	914.382	40.3944	5.30153
FBtr0075092	847	665.382	479.606	86.501
FBtr0075101	1407	1225.38	0	0
FBtr0087392	1204	1022.38	85	9.97732
FBtr0084561	243	61.4658	0	0
FBtr0340006	2167	1985.38	0	0
FBtr0300853	1984	1802.38	0	0
FBtr0304712	1881	1699.38	24	1.69484
FBtr0112631	4478	4296.38	20.6014	0.575443
FBtr0112630	9298	9116.38	232.352	3.05866
FBtr0112632	8631	8449.38	3427.05	48.6747
FBtr0076753	1295	1113.38	996	107.355
FBtr0080397	1461	1279.38	335	31.4234
FBtr0329924	1461	1279.38	335	31.4234
FBtr0079413	2503	2321.38	293	15.1471
FBtr0331822	2630	2448.38	0	0
FBtr0078397	2621	2439.38	161	7.92053
FBtr0087802	728	546.382	0	0
FBtr0088082	1212	1030.38	1497.38	174.399
FBtr0088083	1579	1397.38	7.61516	0.653991
FBtr0083052	1828	1646.38	1738.3	126.708
FBtr0301845	1825	1643.38	96.6964	7.06122
FBtr0085921	2010	1828.38	135.623	8.90175
FBtr0305503	2561	2379.38	4.45577	0.224733
FBtr0085922	1814	1632.38	117.484	8.63704
FBtr0100511	1476	1294.38	50.9311	4.72203
FBtr0085923	2027	1845.38	71.2165	4.6313
FBtr0345685	2463	2281.38	40.2893	2.11934
FBtr0075640	1559	1377.38	540.296	47.0745
FBtr0331830	1906	1724.38	150.704	10.4882
FBtr0078183	3062	2880.38	16	0.666619
FBtr0112609	2357	2175.38	74.5601	4.11319
FBtr0112608	2550	2368.38	169.44	8.58563
FBtr0308812	1149	967.382	36	4.46594
FBtr0079272	3358	3176.38	334	12.6189
FBtr0339788	3700	3518.38	0	0
FBtr0329951	3358	3176.38	334	12.6189
FBtr0301281	2888	2706.38	0	0
FBtr0301282	2907	2725.38	0	0
FBtr0088307	2882	2700.38	318.993	14.1763
FBtr0088308	2901	2719.38	493.007	21.7566
FBtr0339352	2691	2509.38	2.30925	0.110436
FBtr0088773	1552	1370.38	0	0
FBtr0082788	729	547.382	0	0
FBtr0081692	834	652.382	0	0
FBtr0079099	2487	2305.38	873	45.4443
FBtr0078206	1665	1483.38	8.31171	0.672428
FBtr0080502	2749	2567.38	8	0.373945
FBtr0346423	3181	2999.38	0	0
FBtr0302987	1006	824.382	0	0
FBtr0080036	4318	4136.38	303.39	8.80216
FBtr0080035	3741	3559.38	3705.86	124.946
FBtr0304138	3882	3700.38	35.7473	1.15932
FBtr0113730	1516	1334.38	326	29.3188
FBtr0111120	401	219.395	1230.26	672.945
FBtr0334985	1013	831.382	21.7359	3.13752
FBtr0076135	2121	1939.38	21.8004	1.34899
FBtr0076134	2049	1867.38	220.2	14.1511
FBtr0073028	1913	1731.38	75.5386	5.23581
FBtr0073027	1958	1776.38	418.461	28.2701
FBtr0075408	2822	2640.38	189	8.5902
FBtr0083864	2188	2006.38	0	0
FBtr0078757	3095	2913.38	461.825	19.0234
FBtr0078755	2565	2383.38	20.1068	1.01241
FBtr0078756	3122	2940.38	408.068	16.6547
FBtr0110950	1968	1786.38	0	0
FBtr0339315	2810	2628.38	0	0
FBtr0073116	3839	3657.38	178.244	5.84861
FBtr0113133	3214	3032.38	0	0
FBtr0309235	2505	2323.38	19.0826	0.985656
FBtr0333894	3348	3166.38	0	0
FBtr0073115	2510	2328.38	886.673	45.7001
FBtr0073117	2973	2791.38	0	0
FBtr0113132	3911	3729.38	0	0
FBtr0079500	858	676.382	0	0
FBtr0100335	2633	2451.38	0	0
FBtr0100336	2510	2328.38	84.3811	4.34909
FBtr0100340	2828	2646.38	137.592	6.2395
FBtr0100339	2094	1912.38	201.121	12.6209
FBtr0085092	2629	2447.38	0	0
FBtr0100334	2506	2324.38	7.25421e-07	3.74534e-08
FBtr0100338	2810	2628.38	114.936	5.24776
FBtr0085093	3101	2919.38	9.92708	0.408074
FBtr0100337	2524	2342.38	52.0435	2.66635
FBtr0079937	2577	2395.38	5211	261.068
FBtr0075820	2045	1863.38	64.4692	4.15201
FBtr0345364	2289	2107.38	0	0
FBtr0331535	3283	3101.38	23.2417	0.899333
FBtr0075822	1569	1387.38	0	0
FBtr0075823	1070	888.382	89.2891	12.0616
FBtr0075821	1518	1336.38	0	0
FBtr0090034	1327	1145.38	0	0
FBtr0300083	6021	5839.38	68.1779	1.40115
FBtr0300080	4495	4313.38	127.427	3.5453
FBtr0300081	3290	3108.38	354.988	13.7053
FBtr0300084	4316	4134.38	309.82	8.99304
FBtr0300082	7593	7411.38	509.587	8.25139
FBtr0085055	1066	884.382	0	0
FBtr0085056	1002	820.382	0	0
FBtr0077039	1078	896.382	0	0
FBtr0083866	789	607.382	0	0
FBtr0082575	808	626.382	2	0.383176
FBtr0081309	522	340.382	0	0
FBtr0091846	529	347.382	1.61111	0.556578
FBtr0082216	1194	1012.38	0	0
FBtr0306718	415	233.395	0	0
FBtr0076934	2067	1885.38	5548	353.139
FBtr0088792	3027	2845.38	68.4456	2.88678
FBtr0088793	2445	2263.38	1684.55	89.3172
FBtr0290308	1909	1727.38	137.893	9.57993
FBtr0330208	1909	1727.38	137.893	9.57993
FBtr0339775	2187	2005.38	7.2136	0.431681
FBtr0075565	1150	968.382	307.844	38.1498
FBtr0075566	1051	869.382	328.156	45.2979
FBtr0340143	4294	4112.38	18.778	0.547979
FBtr0331300	2980	2798.38	54.611	2.34197
FBtr0071185	2980	2798.38	54.611	2.34197
FBtr0078837	3208	3026.38	1191	47.2276
FBtr0100159	3274	3092.38	0	0
FBtr0331861	2646	2464.38	0	0
FBtr0331860	3113	2931.38	0	0
FBtr0074960	2827	2645.38	0	0
FBtr0273407	3200	3018.38	0	0
FBtr0077997	793	611.382	0	0
FBtr0087025	2666	2484.38	0	0
FBtr0087024	2281	2099.38	1	0.0571632
FBtr0344448	851	669.382	13.9455	2.50015
FBtr0336814	707	525.382	651.321	148.774
FBtr0083366	494	312.382	0	0
FBtr0084601	2887	2705.38	17	0.754099
FBtr0075784	8068	7886.38	1271.15	19.3431
FBtr0331613	757	575.382	1	0.20857
FBtr0072428	1415	1233.38	622.029	60.5231
FBtr0305672	1421	1239.38	716.971	69.4232
FBtr0345487	1495	1313.38	25.0166	2.28584
FBtr0071708	1280	1098.38	453.053	49.4998
FBtr0301410	967	785.382	1743.49	266.408
FBtr0071709	1279	1097.38	306.439	33.5116
FBtr0079516	1358	1176.38	2	0.204028
FBtr0335489	1423	1241.38	0	0
FBtr0074749	2069	1887.38	6.9389	0.441204
FBtr0074748	2092	1910.38	498.642	31.324
FBtr0340611	1797	1615.38	263.737	19.5931
FBtr0087650	1427	1245.38	3.25351	0.313515
FBtr0072599	625	443.382	32	8.66124
FBtr0076869	1652	1470.38	0	0
FBtr0339402	1843	1661.38	3	0.2167
FBtr0091721	543	361.382	0	0
FBtr0089608	257	75.4393	0	0
FBtr0305053	310	128.415	0	0
FBtr0340497	1075	893.382	3	0.402988
FBtr0072100	738	556.382	1.99726	0.430795
FBtr0336685	741	559.382	0.00273662	0.000587103
FBtr0332343	68745	68563.4	0	0
FBtr0332348	69435	69253.4	0	0
FBtr0332347	56449	56267.4	0	0
FBtr0305141	47440	47258.4	0	0
FBtr0332353	54801	54619.4	0.699049	0.00153592
FBtr0305142	48068	47886.4	0	0
FBtr0332344	62656	62474.4	0	0
FBtr0332349	67506	67324.4	0	0
FBtr0332350	63747	63565.4	6.2729	0.0118428
FBtr0305145	26263	26081.4	15.563	0.0716096
FBtr0332352	47000	46818.4	0	0
FBtr0332351	56567	56385.4	0	0
FBtr0332345	71382	71200.4	0	0
FBtr0332354	50529	50347.4	16.465	0.0392459
FBtr0332355	59206	59024.4	0	0
FBtr0332346	69016	68834.4	0	0
FBtr0075376	402	220.395	0	0
FBtr0299971	762	580.382	17.8579	3.69254
FBtr0340023	697	515.382	86.6421	20.1747
FBtr0088592	1680	1498.38	109	8.72996
FBtr0113019	1072	890.382	301.674	40.6602
FBtr0340321	1715	1533.38	0	0
FBtr0081184	1718	1536.38	0	0
FBtr0110964	2843	2661.38	224.54	10.125
FBtr0086782	2771	2589.38	530.355	24.5798
FBtr0110966	2897	2715.38	1.73263e-08	7.65743e-10
FBtr0110965	2838	2656.38	76.1049	3.43819
FBtr0300552	1429	1247.38	6	0.577245
FBtr0077010	3547	3365.38	1	0.0356594
FBtr0079419	2238	2056.38	0.0012788	7.46291e-05
FBtr0342655	2623	2441.38	0	0
FBtr0342654	2219	2037.38	111.999	6.59703
FBtr0333352	1459	1277.38	423	39.74
FBtr0079322	1484	1302.38	2.02474e-08	1.86569e-09
FBtr0112381	806	624.382	0	0
FBtr0343768	1839	1657.38	12.5348	0.907614
FBtr0080894	1659	1477.38	122.465	9.94782
FBtr0080266	680	498.382	0	0
FBtr0088847	3207	3025.38	395.676	15.6952
FBtr0088846	3886	3704.38	518.384	16.7936
FBtr0088848	3184	3002.38	1033.66	41.3162
FBtr0088845	3225	3043.38	564.484	22.2589
FBtr0073377	609	427.382	17	4.77354
FBtr0070860	1895	1713.38	78.6771	5.51064
FBtr0343295	2397	2215.38	5.03454	0.272721
FBtr0089915	3129	2947.38	82.6206	3.36403
FBtr0089916	3170	2988.38	1037.38	41.6591
FBtr0081363	1860	1678.38	41.1754	2.94412
FBtr0332970	1677	1495.38	7897.31	633.775
FBtr0073069	3063	2881.38	486	20.2415
FBtr0331353	5452	5270.38	1187.84	27.0473
FBtr0083684	5246	5064.38	1161.16	27.5152
FBtr0331399	1497	1315.38	0	0
FBtr0309096	2285	2103.38	26.5251	1.51338
FBtr0309097	2187	2005.38	61.7616	3.69598
FBtr0299530	1124	942.382	40.1623	5.11446
FBtr0084602	1489	1307.38	144.733	13.2854
FBtr0309095	1837	1655.38	6.81796	0.49427
FBtr0330161	3086	2904.38	395.941	16.36
FBtr0333577	3910	3728.38	113.118	3.641
FBtr0075518	3086	2904.38	395.941	16.36
FBtr0304873	1185	1003.38	308	36.8377
FBtr0071472	996	814.382	251.633	37.0807
FBtr0075858	1101	919.382	0	0
FBtr0100483	1042	860.382	163.84	22.8526
FBtr0085384	1136	954.382	152.295	19.1501
FBtr0100482	1022	840.382	1243.87	177.625
FBtr0084254	893	711.382	327	55.1637
FBtr0340018	2342	2160.38	0	0
FBtr0087207	2315	2133.38	157	8.83159
FBtr0300623	436	254.395	5	2.35868
FBtr0078463	463	281.382	0	0
FBtr0071727	1239	1057.38	1	0.113495
FBtr0082709	3881	3699.38	2142	69.4862
FBtr0080180	1183	1001.38	670	80.294
FBtr0077594	795	613.382	259.81	50.8316
FBtr0332407	846	664.382	91.1897	16.4716
FBtr0080591	2206	2024.38	13	0.770653
FBtr0074335	2190	2008.38	124	7.40941
FBtr0339485	940	758.382	1.02465	0.162142
FBtr0088197	937	755.382	0	0
FBtr0330635	955	773.382	0	0
FBtr0339486	1253	1071.38	0	0
FBtr0331633	2545	2363.38	19	0.964779
FBtr0299965	2717	2535.38	0	0
FBtr0303149	1206	1024.38	0	0
FBtr0082975	4227	4045.38	1041.97	30.9103
FBtr0344158	6007	5825.38	571.745	11.7784
FBtr0304678	4010	3828.38	576.285	18.0647
FBtr0343855	1503	1321.38	1	0.0908196
FBtr0089320	2012	1830.38	0	0
FBtr0070833	3578	3396.38	2	0.0706678
FBtr0087151	3417	3235.38	0	0
FBtr0087153	1899	1717.38	0	0
FBtr0087152	3398	3216.38	0	0
FBtr0070148	1100	918.382	9096	1188.6
FBtr0084874	2939	2757.38	37	1.61032
FBtr0073195	2858	2676.38	0	0
FBtr0086633	1783	1601.38	0	0
FBtr0086632	2060	1878.38	3	0.191666
FBtr0334821	1627	1445.38	0	0
FBtr0077939	1628	1446.38	0	0
FBtr0077936	1454	1272.38	2	0.188634
FBtr0077938	1511	1329.38	0	0
FBtr0077937	1565	1383.38	0	0
FBtr0334822	1744	1562.38	0	0
FBtr0080474	1191	1009.38	0	0
FBtr0343196	528	346.382	0	0
FBtr0310075	2038	1856.38	251.883	16.2832
FBtr0080615	2054	1872.38	808.322	51.8081
FBtr0343644	2999	2817.38	8.79516	0.374633
FBtr0076140	9524	9342.38	92	1.18178
FBtr0071053	2225	2043.38	0	0
FBtr0329894	2185	2003.38	4.5	0.269561
FBtr0071052	2185	2003.38	4.5	0.269561
FBtr0335127	990	808.382	70.0173	10.3943
FBtr0077716	863	681.382	486.983	85.7691
FBtr0088403	593	411.382	0	0
FBtr0304041	460	278.382	162	69.8364
FBtr0084018	3614	3432.38	79.331	2.77367
FBtr0301586	4774	4592.38	2.7216e-05	7.11203e-07
FBtr0084020	4769	4587.38	553.268	14.4737
FBtr0110938	3675	3493.38	0	0
FBtr0112915	2093	1911.38	0	0
FBtr0301588	6292	6110.38	268.762	5.27846
FBtr0301589	4592	4410.38	825.786	22.4698
FBtr0084019	3348	3166.38	30.6872	1.16306
FBtr0084022	3308	3126.38	34.737	1.33339
FBtr0301587	3243	3061.38	0.000977825	3.83311e-05
FBtr0301585	2123	1941.38	4.6441	0.287077
FBtr0110937	2109	1927.38	46.8159	2.91497
FBtr0084021	3197	3015.38	87.4025	3.47848
FBtr0084024	2786	2604.38	272.307	12.5477
FBtr0112916	2524	2342.38	0	0
FBtr0110939	3128	2946.38	199.258	8.11587
FBtr0085848	1106	924.382	25.1002	3.25862
FBtr0344004	1028	846.382	29.1949	4.1395
FBtr0085847	1145	963.382	12.7049	1.58263
FBtr0305131	1034	852.382	0	0
FBtr0301699	2686	2504.38	0	0
FBtr0076501	2102	1920.38	291.566	18.2204
FBtr0076500	2099	1917.38	171.342	10.7242
FBtr0301698	2093	1911.38	204.092	12.8141
FBtr0100288	357	175.415	0	0
FBtr0333587	3581	3399.38	0	0
FBtr0301519	3782	3600.38	0	0
FBtr0301608	3873	3691.38	0	0
FBtr0333586	3985	3803.38	0	0
FBtr0301517	2012	1830.38	0	0
FBtr0301518	1608	1426.38	0	0
FBtr0301520	1900	1718.38	0	0
FBtr0078762	5593	5411.38	804.586	17.8432
FBtr0078761	5665	5483.38	146.414	3.20436
FBtr0336771	5863	5681.38	0	0
FBtr0085839	3015	2833.38	1720.63	72.8771
FBtr0085841	2628	2446.38	0.0174587	0.000856437
FBtr0085840	2698	2516.38	59.3502	2.83044
FBtr0091804	534	352.382	1	0.340561
FBtr0112563	3450	3268.38	0	0
FBtr0339321	5049	4867.38	2.26756e-05	5.59077e-07
FBtr0305292	5004	4822.38	1.99998	0.0497704
FBtr0343695	764	582.382	0	0
FBtr0343696	689	507.382	0	0
FBtr0308027	1584	1402.38	0	0
FBtr0088101	9886	9704.38	477.019	5.89897
FBtr0088100	9026	8844.38	330.597	4.4858
FBtr0330619	9011	8829.38	0.0403938	0.000549026
FBtr0088099	9552	9370.38	266.445	3.41238
FBtr0330620	9886	9704.38	477.019	5.89897
FBtr0088098	8940	8758.38	803.879	11.0148
FBtr0336654	2696	2514.38	21.0113	1.00284
FBtr0336653	2649	2467.38	1207.17	58.7138
FBtr0086209	2610	2428.38	548.511	27.1067
FBtr0336655	2794	2612.38	0	0
FBtr0336656	2769	2587.38	3.0463e-06	1.41293e-07
FBtr0086207	2890	2708.38	16.3078	0.722592
FBtr0086208	2790	2608.38	0	0
FBtr0080543	1687	1505.38	162.612	12.9632
FBtr0085858	2331	2149.38	588	32.8301
FBtr0082176	708	526.382	1	0.227985
FBtr0305901	4483	4301.38	492.651	13.7448
FBtr0076583	3444	3262.38	1815.35	66.778
FBtr0071344	1513	1331.38	3267	294.479
FBtr0300213	825	643.382	0	0
FBtr0303875	762	580.382	0	0
FBtr0085767	1075	893.382	38	5.10452
FBtr0290022	672	490.382	0	0
FBtr0346748	660	478.382	0	0
FBtr0089343	2974	2792.38	764.211	32.8433
FBtr0089357	4015	3833.38	107.967	3.37999
FBtr0089351	2239	2057.38	0	0
FBtr0089345	3123	2941.38	448.68	18.306
FBtr0089355	3875	3693.38	165.676	5.38323
FBtr0089342	3417	3235.38	6.43219e-06	2.38584e-07
FBtr0089356	2327	2145.38	426.907	23.8801
FBtr0089360	3703	3521.38	302.26	10.3009
FBtr0089350	4239	4057.38	412.959	12.2143
FBtr0100286	2707	2525.38	771.947	36.6833
FBtr0089365	2938	2756.38	97.0331	4.22463
FBtr0089347	4267	4085.38	0	0
FBtr0089344	2902	2720.38	494.317	21.8064
FBtr0089364	3446	3264.38	63.3588	2.32924
FBtr0089363	2438	2256.38	146.704	7.80257
FBtr0089352	2823	2641.38	340.822	15.4848
FBtr0089353	2055	1873.38	373.365	23.9175
FBtr0089366	2397	2215.38	51.0276	2.76417
FBtr0089361	3234	3052.38	131.265	5.16081
FBtr0089346	2146	1964.38	17.1197	1.04587
FBtr0343132	4623	4441.38	602.382	16.2765
FBtr0089348	2627	2445.38	185.74	9.11523
FBtr0089359	2245	2063.38	87.2237	5.07298
FBtr0089349	3423	3241.38	2811.97	104.109
FBtr0089362	2150	1968.38	118.755	7.24021
FBtr0074403	1630	1448.38	1	0.0828562
FBtr0329891	3492	3310.38	0	0
FBtr0301669	3492	3310.38	0	0
FBtr0072864	3690	3508.38	1136.18	38.864
FBtr0072865	3573	3391.38	5078.82	179.719
FBtr0310518	1029	847.382	0	0
FBtr0300643	949	767.382	0	0
FBtr0079652	733	551.382	21.207	4.61567
FBtr0303472	681	499.382	113.793	27.3458
FBtr0080590	2501	2319.38	120	6.20893
